Index,Monster Name,Monster Gender,Monster Type,Monster Subtype,Monster Species,Monster Real,Monster Amount,Caught Fred,Caught Daphnie,Caught Velma,Caught Shaggy,Caught Scooby,Captured Fred,Captured Daphnie,Captured Velma,Captured Shaggy,Captured Scooby,Unmask Fred,Unmask Daphnie,Unmask Velma,Unmask Shaggy,Unmask Scooby,Snack Fred,Snack Daphnie,Snack Velma,Snack Shaggy,Snack Scooby,Unmask Other,Caught Other,Caught Not,Trap Work First,Setting Terrain,Setting Country State,Suspects Amount,Non Suspect,Arrested,Culprit Name,Culprit Gender,Culprit Amount,Motive,If It Wasnt For,And That,Door Gag,Number Of Snacks,Split Up,Another Mystery,Set A Trap,Jeepers,Jinkies,My Glasses,Just About Wrapped Up,Zoinks,Groovy,Scooby Doo Where Are You,Rooby Rooby Roo,Batman,Scooby Dum,Scrappy Doo,Hex Girls,Blue Falcon,Fred Va,Daphnie Va,Velma Va,Shaggy Va,Scooby Va
457,Lord Valdronya,Male,Undead,Vampire,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Swamp,Louisiana,7,FALSE,TRUE,"Vincent Van Helsing,Bram","Male,Male",2,Competition,you meddling-,NULL,TRUE,0,0,1,0,0,2,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
458,Fortius,Male,Possessed Object,Statue,Human,FALSE,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,England,4,FALSE,TRUE,Jack Riggens,Male,1,Competition,you meddling kids,NULL,FALSE,0,0,1,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
459,Crybaby Clown,Male,Disguised,Clown,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Urban,California,1,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
460,"Baba Yaga House,Baba Yaga","Male,Female","Possessed Object,Magician","House,Witch","House,Human",FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Forest,California,2,FALSE,TRUE,Curator Vronsky,Male,1,Smuggling,you decedent bourgeoisie teenaers,slobbering democracy loving dog,FALSE,0,0,0,0,0,2,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
461,Crybaby Clown,Male,Disguised,Clown,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,California,2,FALSE,TRUE,Baylor Hotner,Male,1,Abduction,you small town scene stealers,NULL,FALSE,0,0,0,0,0,1,0,0,2,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
462,Dreamweaver,Male,Magician,Wizard,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,California,4,FALSE,TRUE,Horbert Feist,Male,1,Competition,you role-playing nerds,NULL,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
463,Hodag of Horror,Male,Animal,Beast,Beast,FALSE,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,California,3,FALSE,TRUE,Ned Fussbuster,Male,1,Theft,those bells,NULL,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
464,Junk,Male,Mechanical,Trash,Trash,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,California,6,FALSE,TRUE,Butch Firbanks,Male,1,Competition,meddling polka-players,NULL,FALSE,0,0,0,0,0,2,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
465,Graveyard Ghoul,Male,Undead,Ghoul,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,California,5,FALSE,FALSE,Evallo von Meanskrieg,Male,1,Natural Resource,this sheriff and his American style barbecue,NULL,FALSE,0,0,0,0,0,3,0,1,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
466,Dark Lilith,Female,Mythical,Demon,Demon,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NULL,Desert,California,3,TRUE,FALSE,Hotdog Water,Female,1,Treasure,NULL,NULL,FALSE,0,0,0,0,1,0,0,0,2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
467,Hebediah Grim,Male,Undead,Zombie,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Forest,California,3,FALSE,TRUE,"Gary,Ethan","Male,Male",2,Competition,you mystery stink losers had lives,NULL,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
468,Fiend,Male,Mythical,Anubis,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Mountain,United States,3,FALSE,TRUE,Dan Fluunk,Male,1,Competition,you meddling snow-bound brats,NULL,FALSE,0,0,0,0,0,4,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
469,"Kriegstaffebot,Ghost of Abigail Gluck","Male,Female","Mechanical,Ghost","Soldier,Ghost","Robot,Human",TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NULL,Ocean,California,2,FALSE,TRUE,Professor Pericles,Male,1,Theft,NULL,NULL,FALSE,0,0,0,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
470,Scarebear,Male,Animal,Mutant,Bear,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Forest,California,2,FALSE,FALSE,Benson Fuhrman,Male,1,Preservation,you meddling mutant animal hating kids,NULL,FALSE,0,0,0,0,0,2,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
471,Krampus,Male,Mythical,Beast,Krampus,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Urban,California,1,FALSE,TRUE,"Fred Jones Jr.,Daphnie Blake,Velma Dinkley,Shaggy Rodgers,Scooby-Doo,Sheriff Bronson Stone,Mayor Janet Nettles,Mary Anne Gleardan,Fred Jones Sr.,Jason Wyatt,Hotdog Water","Male,Female,Female,Male,Male,Male,Female,Female,Male,Male,Female",11,Theft,NULL,NULL,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
472,Dragon,Male,Mechanical,Dragon,Dragon,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Island,United States,0,TRUE,FALSE,"Dr. Zin,Jenny","Male,Female",2,Theft,NULL,NULL,FALSE,1,0,0,0,2,1,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
473,Mummy of Friar Serra,Male,Undead,Mummy,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,3,FALSE,TRUE,George Avocados,Male,1,Theft,Vincent Van Ghoul,NULL,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
474,"Werewolf,Werewolf,Werewolf,Werewolf","Male,Male,Male,Male","Animal,Animal,Animal,Animal","Werewolf,Werewolf,Werewolf,Werewolf","Human,Human,Human,Human",FALSE,4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,New Jersey,9,FALSE,TRUE,"Whitney Doubleday,Archambault","Male,Male",2,Theft,you young peoples,noisy dog there,FALSE,wheel barrel full,0,0,0,0,0,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
475,Sinister Snowman,Male,Possessed Object,Snow-Man,Snow-Man,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,5,FALSE,TRUE,Fabian Menkle,Male,1,Competition,you meddling mystery solvers,Christmas crazy dog,FALSE,0,1,1,1,0,1,1,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
476,Mr. Hyde,Male,Super-Villain,Split-Personality,Human,FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,California,8,FALSE,TRUE,Jack Rabble,Male,1,Competition,NULL,NULL,FALSE,0,0,1,0,1,1,0,0,4,1,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
477,"Grey Alien,Reptiod,Nordic Alien","Male,Male,Female","Extraterrestrial,Animal,Extraterrestrial","Alien,Humanoid,Alien","Alien,Reptile,Alien",FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,California,0,TRUE,TRUE,"Traveler O'Flaherty,Connor O'Flaherty,Sheela O'Flaherty","Male,Male,Female",3,Theft,frittering snappers. Meddling kids,NULL,FALSE,0,0,0,1,1,3,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
478,"Skull Cattles,Skull Cattle Queen","Male,Female","Undead,Undead","Skeleton,Skeleton","Bull,Bull",FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,California,4,FALSE,TRUE,Professor Pericles,Male,1,Theft,NULL,NULL,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
479,"Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics","Male,Male,Male,Male","Undead,Undead,Undead,Undead","Zombie,Zombie,Zombie,Zombie","Human,Human,Human,Human",FALSE,4,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NULL,Urban,California,2,TRUE,TRUE,"Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics","Male,Male,Male,Male",4,Competition,NULL,NULL,FALSE,0,0,0,0,0,1,0,0,2,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
480,Gluton Demon,Male,Mythical,Demon,Demon,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,California,3,FALSE,TRUE,Francilee Jackson,Female,1,Competition,you bread hating health fanatics,NULL,FALSE,0,0,0,1,0,2,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
481,Dandy Highwayman,Male,Disguised,Highwayman,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,California,2,FALSE,TRUE,Librarian,Male,1,Competition,meddling romance killers,NULL,FALSE,0,0,1,0,1,2,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
482,"Evil Fred,Evil Daphnie","Male,Female","Disguised,Disguised","Clone,Clone","Human,Human",FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,California,0,TRUE,TRUE,"Brad Chiles,Judy Reeves","Male,Female",2,Theft,NULL,NULL,FALSE,0,1,1,0,0,0,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
483,Monstrous Freak,Male,Animal,Humanoid,Beast,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,California,2,TRUE,TRUE,Fernando El Aguirre,Male,1,Preservation,NULL,NULL,FALSE,0,0,0,1,1,3,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
484,Priestess,Female,Magician,Shaman,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Jungle,Mexico,2,FALSE,TRUE,Prof. Enrique Andelusossa,Male,1,Competition,NULL,NULL,FALSE,0,0,0,0,0,1,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
485,Kriegstaffebot,Male,Mechanical,Soldier,Robot,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Cave,California,1,FALSE,FALSE,Professor Pericles,Male,1,Treasure,NULL,NULL,FALSE,0,1,0,0,1,1,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
486,Evil Entity,Male,Mythical,Evil,Element,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Cave,California,0,FALSE,TRUE,NULL,NULL,0,Conquer,NULL,NULL,FALSE,0,0,0,0,2,1,0,0,2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
487,"Evil Entity,Minions","Male,Male","Mythical,Ancient","Evil,Humanoid","Element,Human",TRUE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,California,0,FALSE,TRUE,NULL,NULL,0,Conquer,NULL,NULL,FALSE,0,0,0,0,1,2,0,0,2,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
488,"Ye Phantom Parrot,Ghost of Gnarlybeard","Male,Male","Animal,Undead","Parrot,Pirate","Bird,Human",FALSE,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Island,United States,5,FALSE,TRUE,"Stu Stukowski,Shirley Stukowski","Male,Female",2,Treasure,you meddling kids,NULL,TRUE,2,0,0,0,0,8,0,0,2,1,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Stephanie D'Abruzzo,Matthew Lillard,Frank Welker
489,Phantom,Male,Ghost,Phantom,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,Illinois,19,FALSE,TRUE,"Steve Trilby,Lance Damon,Mel Richmond,Dewey Ottoman,Brick Pimiento","Male,Male,Male,Male,Male",5,Theft,you meddling kids,filthy germy dog,FALSE,0,0,1,1,0,0,0,0,1,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
490,Cornfield Clem,Male,Possessed Object,Scarecrow,Scarecrow,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,United States,9,FALSE,TRUE,Abner,Male,1,Theft,you meddling kids,spooky ol' dog,FALSE,0,0,1,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
491,Mecha Mutt,Male,Mechanical,Robot,Hound,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Melanie Staples,Female,1,Competition,you meddling space cadets,NULL,FALSE,1,0,0,0,0,0,1,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
492,Ghost Bear,Male,Ghost,Bear,Bear,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Forest,United States,9,FALSE,TRUE,Cookie,Male,1,Competition,you meddling kids,giant crazy dog,TRUE,0,1,0,0,0,3,0,0,3,0,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
493,Eshu,Male,Animal,Humanoid,Beast,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,Brazil,5,FALSE,TRUE,Reynaldo,Male,1,Theft,you meddling kids,soccer stinking dog,FALSE,0,0,0,0,0,1,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
494,"Ghost of the Baron,Frankencreep","Male,Male","Ghost,Undead","Baron,Frankenstein's Monster","Human,Chimera",FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,Pennsylvania,6,FALSE,TRUE,"C.L. Magnus,Lila,Cuthbert Crawls,Mama Miones","Male,Female,Male,Female",4,Competition,you meddling kids,NULL,FALSE,0,0,0,0,10,2,0,0,4,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
495,Alien,Male,Extraterrestrial,Extraterrestrial,Alien,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,Moon,8,FALSE,TRUE,Shannon Lucas,Female,1,Competition,NULL,NULL,FALSE,0,0,0,0,2,1,0,0,1,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
496,Sea Monster,Male,Possessed Object,Elemental,Water,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Coast,Florida,4,FALSE,TRUE,Grafton Brownstone,Male,1,Theft,that guy,net,FALSE,2,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
497,"Witch,KISS Monsters,Harpies,The Destroyer","Female,Male,Female,Male","Magician,Possessed Object,Mythical,Demon","Witch,Statue,Harpy,Demon","Human,Human,Harpy,Demon",TRUE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Urban,United States,6,FALSE,TRUE,Delilah Domino,Female,1,Theft,"you meddling kiss, err meddling kids, kids!",NULL,FALSE,0,0,0,1,1,1,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Mindy Cohn,Matthew Lillard,Frank Welker
498,Ghost of Elias Kingston,Male,Ghost,Ghost,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,3,FALSE,TRUE,"Mitchell Simons,Joe Simons","Male,Male",2,Competition,RUN!,NULL,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Grey DeLisle,Kate Micucci,Matthew Lillard,Frank Welker
