Index,Series Name,Network,Season,Title,IMDB,Engagement,Date Aired,Run Time,Format
1,"Scooby Doo, Where Are You!",CBS,1,What a Night for a Knight,8.1,556,9/13/1969,21 mins,TV Series
2,"Scooby Doo, Where Are You!",CBS,1,A Clue for Scooby Doo,8.1,479,9/20/1969,22 mins,TV Series
3,"Scooby Doo, Where Are You!",CBS,1,Hassle in the Castle,8,455,9/27/1969,21 mins,TV Series
4,"Scooby Doo, Where Are You!",CBS,1,Mine Your Own Business,7.8,426,10/4/1969,21 mins,TV Series
5,"Scooby Doo, Where Are You!",CBS,1,Decoy for a Dognapper,7.5,391,10/11/1969,21 mins,TV Series
6,"Scooby Doo, Where Are You!",CBS,1,What the Hex Going On?,8.4,384,10/18/1969,21 mins,TV Series
7,"Scooby Doo, Where Are You!",CBS,1,Never Ape an Ape Man,7.6,358,10/25/1969,21 mins,TV Series
8,"Scooby Doo, Where Are You!",CBS,1,Foul Play in Funland,8.2,358,11/1/1969,21 mins,TV Series
9,"Scooby Doo, Where Are You!",CBS,1,The Backstage Rage,8.1,371,11/8/1969,21 mins,TV Series
10,"Scooby Doo, Where Are You!",CBS,1,Bedlam in the Big Top,8,346,11/15/1969,21 mins,TV Series
11,"Scooby Doo, Where Are You!",CBS,1,A Gaggle of Galloping Ghosts,8.5,379,11/22/1969,21 mins,TV Series
12,"Scooby Doo, Where Are You!",CBS,1,"Scooby-Doo and a Mummy, Too",8.2,358,11/29/1969,21 mins,TV Series
13,"Scooby Doo, Where Are You!",CBS,1,Which Witch is Which,8.4,356,12/6/1969,21 mins,TV Series
14,"Scooby Doo, Where Are You!",CBS,1,Go Away Ghost Ship,8.1,331,12/13/1969,22 mins,TV Series
15,"Scooby Doo, Where Are You!",CBS,1,Spooky Space Kook,8.4,372,12/20/1969,21 mins,TV Series
16,"Scooby Doo, Where Are You!",CBS,1,A Night of Fright Is No Delight,8.7,403,1/10/1970,21 mins,TV Series
17,"Scooby Doo, Where Are You!",CBS,1,That's Snow Ghost,8,328,1/17/1970,21 mins,TV Series
18,"Scooby Doo, Where Are You!",CBS,2,Nowhere to Hyde,8.3,322,9/12/1970,21 mins,TV Series
19,"Scooby Doo, Where Are You!",CBS,2,Mystery Mask Mix-Up,7.8,312,9/19/1970,21 mins,TV Series
20,"Scooby Doo, Where Are You!",CBS,2,Scooby's Night with a Frozen Fright,7.7,301,9/26/1970,21 mins,TV Series
21,"Scooby Doo, Where Are You!",CBS,2,"Jeepers, It's the Creeper",8.5,347,10/3/1970,21 mins,TV Series
22,"Scooby Doo, Where Are You!",CBS,2,Haunted House Hang-Up,8.4,303,10/10/1970,21 mins,TV Series
23,"Scooby Doo, Where Are You!",CBS,2,A Tiki Scare Is No Fair,7.9,292,10/17/1970,21 mins,TV Series
24,"Scooby Doo, Where Are You!",CBS,2,Who's Afraid of the Big Bad Werewolf?,8.2,292,10/24/1970,NULL,TV Series
25,"Scooby Doo, Where Are You!",CBS,2,Who's Afraid of the Big Bad Werewolf?,8.2,292,10/24/1970,21 mins,TV Series
26,"Scooby Doo, Where Are You!",CBS,2,Don't Fool with a Phantom,7.9,282,10/31/1970,21 mins,TV Series
27,The New Scooby-Doo Movies,CBS,1,The Ghastly Ghost Town,6.9,138,9/9/1972,43 mins,TV Series
28,The New Scooby-Doo Movies,CBS,1,The Dynamic Scooby-Doo Affair,7.8,232,9/16/1972,41 mins,TV Series
29,The New Scooby-Doo Movies,CBS,1,Wednesday Is Missing,7.9,119,9/23/1972,41 mins,TV Series
30,The New Scooby-Doo Movies,CBS,1,The Frickert Fracas,7.9,116,9/30/1972,43 mins,TV Series
31,The New Scooby-Doo Movies,CBS,1,Guess Who's Knott Coming to Dinner?,7.9,111,10/7/1972,43 mins,TV Series
32,The New Scooby-Doo Movies,CBS,1,A Good Medium Is Rare,7.7,88,10/14/1972,41 mins,TV Series
33,The New Scooby-Doo Movies,CBS,1,Sandy Duncan's Jekyll and Hyde,7.8,90,10/21/1972,41 mins,TV Series
34,The New Scooby-Doo Movies,CBS,1,The Secret of Shark Island,8.5,109,10/28/1972,41 mins,TV Series
35,The New Scooby-Doo Movies,CBS,1,The Spooky Fog of Juneberry,7.7,96,11/4/1972,43 mins,TV Series
36,The New Scooby-Doo Movies,CBS,1,The Ghost of Bigfoot,8.3,118,11/11/1972,43 mins,TV Series
37,The New Scooby-Doo Movies,CBS,1,The Ghost of the Red Baron,7.6,86,11/18/1972,43 mins,TV Series
38,The New Scooby-Doo Movies,CBS,1,The Ghostly Creep from the Deep,7.4,90,11/25/1972,43 mins,TV Series
39,The New Scooby-Doo Movies,CBS,1,The Haunted Horseman of Hagglethorn Hall,7.8,86,12/2/1972,41 mins,TV Series
40,The New Scooby-Doo Movies,CBS,1,The Phantom of the Country Music Hall,7.6,81,12/9/1972,41 mins,TV Series
41,The New Scooby-Doo Movies,CBS,1,The Caped Crusader Caper,7.2,183,12/16/1972,43 mins,TV Series
42,The New Scooby-Doo Movies,CBS,1,The Lochness Mess,7.9,114,12/23/1972,43 mins,TV Series
43,The New Scooby-Doo Movies,CBS,2,The Mystery of Haunted Island,7.4,103,9/8/1973,44 mins,TV Series
44,The New Scooby-Doo Movies,CBS,2,The Haunted Showboat,7.9,82,9/15/1973,43 mins,TV Series
45,The New Scooby-Doo Movies,CBS,2,Mystery in Persia,7.5,82,9/22/1973,43 mins,TV Series
46,The New Scooby-Doo Movies,CBS,2,The Spirited Spooked Sports Show,7.4,73,9/29/1973,43 mins,TV Series
47,The New Scooby-Doo Movies,CBS,2,The Exterminator,7.6,85,10/6/1973,44 mins,TV Series
48,The New Scooby-Doo Movies,CBS,2,The Weird Winds of Winona,7.3,91,10/13/1973,44 mins,TV Series
49,The New Scooby-Doo Movies,CBS,2,The Haunted Candy Factory,7.8,104,10/20/1973,43 mins,TV Series
50,The New Scooby-Doo Movies,CBS,2,The Haunted Carnival,7.6,92,10/27/1973,43 mins,TV Series
51,The Scooby-Doo Show,ABC,1,High Rise Hair Raiser,7.6,112,9/11/1976,24 mins,TV Series
52,"Dynomutt, Dogwonder",ABC,Crossover,Everyone Hyde!,7.2,12,9/11/1976,22 mins,Crossover
53,The Scooby-Doo Show,ABC,1,The Fiesta Host is an Aztec Ghost,7.4,97,9/18/1976,24 mins,TV Series
54,"Dynomutt, Dogwonder",ABC,Crossover,"What Now, Lowbrow?",6.9,11,9/18/1976,22 mins,Crossover
55,The Scooby-Doo Show,ABC,1,The Gruesome Game of the Gator Ghoul,7.5,95,9/25/1976,24 mins,TV Series
56,The Scooby-Doo Show,ABC,1,Whatta Shocking Ghost,8,101,10/2/1976,24 mins,TV Series
57,The Scooby-Doo Show,ABC,1,The Headless Horseman of Halloween,8,127,10/9/1976,24 mins,TV Series
58,The Scooby-Doo Show,ABC,1,Scared a Lot in Camelot,7.6,93,10/16/1976,24 mins,TV Series
59,The Scooby-Doo Show,ABC,1,The Harum-Scarum Sanitarium,8.2,99,10/23/1976,24 mins,TV Series
60,The Scooby-Doo Show,ABC,1,The No-Face Zombie Chase Case,7.7,91,10/30/1976,24 mins,TV Series
61,The Scooby-Doo Show,ABC,1,Mamba Wamba and the Voodoo Hoodoo,7,81,11/6/1976,24 mins,TV Series
62,The Scooby-Doo Show,ABC,1,A Frightened Hound Meets Demons Underground,7.4,84,11/13/1976,NULL,TV Series
63,"Dynomutt, Dogwonder",ABC,Crossover,The Wizard of Ooze,6.3,7,11/13/1976,22 mins,Crossover
64,The Scooby-Doo Show,ABC,1,A Bum Steer for Scooby,6.8,84,11/20/1976,24 mins,TV Series
65,The Scooby-Doo Show,ABC,1,There's a Demon Shark in the Foggy Dark,7.2,80,11/25/1976,24 mins,TV Series
66,The Scooby-Doo Show,ABC,1,"Scooby-Doo, Where's the Crew?",7.3,77,11/27/1976,24 mins,TV Series
67,The Scooby-Doo Show,ABC,1,The Ghost That Sacked the Quarterback,6.8,75,12/4/1976,24 mins,TV Series
68,The Scooby-Doo Show,ABC,1,The Ghost of the Bad Humor Man,7.7,84,12/11/1976,24 mins,TV Series
69,The Scooby-Doo Show,ABC,1,The Spirits of '76,7.5,81,12/18/1976,24 mins,TV Series
70,The Scooby-Doo Show,ABC,2,The Curse of the Viking Lake,7.4,71,9/10/1977,24 mins,TV Series
71,Laff-a-Lympics,ABC,1,The Swiss Alps,6.9,25,9/10/1977,12 mins,TV Series (segmented)
72,Laff-a-Lympics,ABC,1,"Tokyo, Japan",6.9,25,9/10/1977,12 mins,TV Series (segmented)
73,The Scooby-Doo Show,ABC,2,Vampire Bats and Scaredy Cats,8.2,104,9/17/1977,24 mins,TV Series
74,Laff-a-Lympics,ABC,1,Acapulco,6.3,23,9/17/1977,12 mins,TV Series (segmented)
75,Laff-a-Lympics,ABC,1,England,6.3,23,9/17/1977,12 mins,TV Series (segmented)
76,The Scooby-Doo Show,ABC,2,"Hang in There, Scooby-Doo",7.4,76,9/24/1977,24 mins,TV Series
77,Laff-a-Lympics,ABC,1,Florida,7.1,22,9/24/1977,12 mins,TV Series (segmented)
78,Laff-a-Lympics,ABC,1,China,7.1,22,9/24/1977,12 mins,TV Series (segmented)
79,The Scooby-Doo Show,ABC,2,The Chiller Diller Movie Thriller,7.9,77,10/1/1977,24 mins,TV Series
80,Laff-a-Lympics,ABC,1,The Sahara Desert,7.2,21,10/1/1977,12 mins,TV Series (segmented)
81,Laff-a-Lympics,ABC,1,Scotland,7.2,21,10/1/1977,12 mins,TV Series (segmented)
82,The Scooby-Doo Show,ABC,2,The Spooky Case of the Grand Prix Race,7.4,75,10/8/1977,24 mins,TV Series
83,Laff-a-Lympics,ABC,1,France,6.8,19,10/8/1977,11 mins,TV Series (segmented)
84,Laff-a-Lympics,ABC,1,Australia,6.8,19,10/8/1977,11 mins,TV Series (segmented)
85,The Scooby-Doo Show,ABC,2,The Ozrk Witch,8.1,78,10/15/1977,24 mins,TV Series
86,Laff-a-Lympics,ABC,1,"Athens, Greece",6.8,19,10/15/1977,12 mins,TV Series (segmented)
87,Laff-a-Lympics,ABC,1,The Ozarks,6.8,19,10/15/1977,12 mins,TV Series (segmented)
88,The Scooby-Doo Show,ABC,2,Creepy Cruise,7.7,78,10/22/1977,24 mins,TV Series
89,Laff-a-Lympics,ABC,1,Italy,6.6,18,10/22/1977,12 mins,TV Series (segmented)
90,Laff-a-Lympics,ABC,1,"Kitty Hawk, North Carolina",6.6,18,10/22/1977,12 mins,TV Series (segmented)
91,Laff-a-Lympics,ABC,1,"Kitty Hawk, North Carolina",6.6,18,10/22/1977,12 mins,TV Series (segmented)
92,The Scooby-Doo Show,ABC,2,The Creepy Heap from the Deep,7.4,71,10/29/1977,24 mins,TV Series
93,Laff-a-Lympics,ABC,1,Egypt,6.4,18,10/29/1977,12 mins,TV Series (segmented)
94,Laff-a-Lympics,ABC,1,Sherwood Forest,6.4,18,10/29/1977,12 mins,TV Series (segmented)
95,Laff-a-Lympics,ABC,1,Spain,6,22,11/5/1977,12 mins,TV Series (segmented)
96,Laff-a-Lympics,ABC,1,The Himalayas,6,22,11/5/1977,12 mins,TV Series (segmented)
97,Laff-a-Lympics,ABC,1,India,6.7,23,11/12/1977,12 mins,TV Series (segmented)
98,Laff-a-Lympics,ABC,1,Israel,6.7,23,11/12/1977,12 mins,TV Series (segmented)
99,Laff-a-Lympics,ABC,1,Africa,6.4,20,11/19/1977,12 mins,TV Series (segmented)
100,Laff-a-Lympics,ABC,1,San Francisco,6.4,20,11/19/1977,12 mins,TV Series (segmented)
101,Laff-a-Lympics,ABC,1,The Grand Canyon,6.3,22,11/26/1977,12 mins,TV Series (segmented)
102,Laff-a-Lympics,ABC,1,Ireland,6.3,22,11/26/1977,12 mins,TV Series (segmented)
103,Laff-a-Lympics,ABC,1,Hawaii,6.9,18,12/3/1977,12 mins,TV Series (segmented)
104,Laff-a-Lympics,ABC,1,Norway,6.9,18,12/3/1977,12 mins,TV Series (segmented)
105,Laff-a-Lympics,ABC,1,North Pole,6.8,18,12/10/1977,12 mins,TV Series (segmented)
106,Laff-a-Lympics,ABC,1,Tahiti,6.8,18,12/10/1977,12 mins,TV Series (segmented)
107,Laff-a-Lympics,ABC,1,Arizona,6.9,18,12/17/1977,12 mins,TV Series (segmented)
108,Laff-a-Lympics,ABC,1,Holland,6.9,18,12/17/1977,NULL,TV Series (segmented)
109,Laff-a-Lympics,ABC,1,Quebec,7,21,12/24/1977,12 mins,TV Series (segmented)
110,Laff-a-Lympics,ABC,1,Baghdad,7,21,12/24/1977,12 mins,TV Series (segmented)
111,The Scooby-Doo Show,ABC,3,Watch Out! The Willawa!,7.5,96,9/9/1978,22 mins,TV Series
112,Laff-a-Lympics,ABC,2,Russia,6.7,13,9/9/1978,12 mins,TV Series (segmented)
113,Laff-a-Lympics,ABC,2,Caribbean,6.7,13,9/9/1978,12 mins,TV Series (segmented)
114,The Scooby-Doo Show,ABC,3,A Creepy Tangle in the Bermuda Triangle,7.3,101,9/16/1978,23 mins,TV Series
115,Laff-a-Lympics,ABC,2,New York,6.9,15,9/16/1978,12 mins,TV Series (segmented)
116,Laff-a-Lympics,ABC,2,Turkey,6.9,15,9/16/1978,12 mins,TV Series (segmented)
117,The Scooby-Doo Show,ABC,3,A Scary Night with a Snow Beast Fright,7.1,98,9/23/1978,23 mins,TV Series
118,Laff-a-Lympics,ABC,2,South America,6.6,15,9/23/1978,12 mins,TV Series (segmented)
119,Laff-a-Lympics,ABC,2,Transylvania,6.6,15,9/23/1978,12 mins,TV Series (segmented)
120,The Scooby-Doo Show,ABC,3,To Switch a Witch,8,107,9/30/1978,23 mins,TV Series
121,Laff-a-Lympics,ABC,2,French Riviera,6.6,16,9/30/1978,NULL,TV Series (segmented)
122,Laff-a-Lympics,ABC,2,New Zealand,6.6,16,9/30/1978,12 mins,TV Series (segmented)
123,The Scooby-Doo Show,ABC,3,The Tar Monster,7.6,92,10/7/1978,22 mins,TV Series
124,Laff-a-Lympics,ABC,2,New Orleans,6.5,15,10/7/1978,12 mins,TV Series (segmented)
125,Laff-a-Lympics,ABC,2,Atlantis,6.5,15,10/7/1978,12 mins,TV Series (segmented)
126,The Scooby-Doo Show,ABC,3,A Highland Fling with a Monstrous Thing,7.7,90,10/14/1978,23 mins,TV Series
127,Laff-a-Lympics,ABC,2,Morocco,6.4,14,10/14/1978,12 mins,TV Series (segmented)
128,Laff-a-Lympics,ABC,2,Washington D.C.,6.4,14,10/14/1978,12 mins,TV Series (segmented)
129,The Scooby-Doo Show,ABC,3,The Creepy Case of Old Iron Face,7.7,80,10/21/1978,23 mins,TV Series
130,Laff-a-Lympics,ABC,2,Canada,6.2,13,10/21/1978,12 mins,TV Series (segmented)
131,Laff-a-Lympics,ABC,2,"Warsaw, Poland",6.2,13,10/21/1978,12 mins,TV Series (segmented)
132,The Scooby-Doo Show,ABC,3,"Jeepers, It's the Jaguaro!",7.2,91,10/28/1978,22 mins,TV Series
133,Laff-a-Lympics,ABC,2,Siam,6.8,12,10/28/1978,12 mins,TV Series (segmented)
134,Laff-a-Lympics,ABC,2,The Moon,6.8,12,10/28/1978,12 mins,TV Series (segmented)
135,The Scooby-Doo Show,ABC,3,Make a Beeline Away from that Feline,8,88,11/4/1978,23 mins,TV Series
136,The Scooby-Doo Show,ABC,3,The Creepy Creature of Vulture's Claw,7.5,80,11/11/1978,23 mins,TV Series
137,The Scooby-Doo Show,ABC,3,The Diabolical Disc Demon,7.5,84,11/18/1978,23 mins,TV Series
138,The Scooby-Doo Show,ABC,3,Scooby's Chinese Fortune Kooky Caper,7.5,85,11/25/1978,23 mins,TV Series
139,The Scooby-Doo Show,ABC,3,A Menace in Venice,7.5,92,12/2/1978,23 mins,TV Series
140,The Scooby-Doo Show,ABC,3,Don't Go Near the Fortress of Fear,7.2,83,12/9/1978,23 mins,TV Series
141,The Scooby-Doo Show,ABC,3,The Warlock of Wimbledon,6.8,84,12/16/1978,23 mins,TV Series
142,The Scooby-Doo Show,ABC,3,The Beast is Awake in Bottomless Lake,7.1,84,12/23/1978,23 mins,TV Series
143,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Scarab Lives!,7.6,67,9/22/1979,21 mins,TV Series
144,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Night Ghoul of Wonderworld,7.6,59,9/29/1979,21 mins,TV Series
145,Scooby-Doo and Scrappy-Doo (first series),ABC,1,Strange Encounters of a Scooby Kind,7.6,54,10/6/1979,21 mins,TV Series
146,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Neon Phantom of the Roller Disco!,7.4,55,10/13/1979,21 mins,TV Series
147,Scooby-Doo and Scrappy-Doo (first series),ABC,1,"Shiver and Shake, That Demon's a Snake",7.5,51,10/20/1979,NULL,TV Series
148,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Scary Sky Skeleton,7.4,51,10/27/1979,21 mins,TV Series
149,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Demon of the Dugout,7.5,51,11/3/1979,21 mins,TV Series
150,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Hairy Scare of the Devil Bear,7.3,53,11/10/1979,21 mins,TV Series
151,Scooby-Doo and Scrappy-Doo (first series),ABC,1,Twenty Thousand Screams Under the Sea,7.6,47,11/17/1979,21 mins,TV Series
152,Scooby-Doo and Scrappy-Doo (first series),ABC,1,I Left My Neck in San Francisco,8,52,11/24/1979,21 mins,TV Series
153,Scooby-Doo and Scrappy-Doo (first series),ABC,1,When You Wish Upon a Star Creature,7.2,48,12/1/1979,21 mins,TV Series
154,Scooby-Doo and Scrappy-Doo (first series),ABC,1,"The Ghoul, the Bat and the Ugly",7.7,52,12/8/1979,21 mins,TV Series
155,Scooby Goes Hollywood,ABC,Movie,Scooby Goes Hollywood,6.1,1051,12/14/1979,49 mins,Movie
156,Scooby-Doo and Scrappy-Doo (first series),ABC,1,Rocky Mountain Yiiiii!,7.5,48,12/15/1979,21 mins,TV Series
157,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Sorcerer's a Menace,7.3,47,12/22/1979,21 mins,TV Series
158,Scooby-Doo and Scrappy-Doo (first series),ABC,1,"Lock the Door, It's a Minotaur!",7.5,46,12/29/1979,21 mins,TV Series
159,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Ransom of Scooby Chief,6.5,47,1/5/1980,21 mins,TV Series
160,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Close Encounter with a Strange Kind,7.1,35,11/8/1980,8 mins,TV Series (segmented)
161,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Fit Night Out for Bats,7.1,35,11/8/1980,8 mins,TV Series (segmented)
162,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Fit Night Out for Bats,7.1,35,11/8/1980,8 mins,TV Series (segmented)
163,Scooby-Doo and Scrappy-Doo (second series),ABC,1,The Chinese Food Factory,7.1,35,11/8/1980,8 mins,TV Series (segmented)
164,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Desert Dilemma,7.2,36,11/15/1980,8 mins,TV Series (segmented)
165,Scooby-Doo and Scrappy-Doo (second series),ABC,1,The Old Cat and Mouse Game,7.2,37,11/15/1980,8 mins,TV Series (segmented)
166,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Stow-Aways,6.8,32,11/15/1980,8 mins,TV Series (segmented)
167,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Mummy's the Word,7.2,36,11/22/1980,8 mins,TV Series (segmented)
168,Scooby-Doo and Scrappy-Doo (second series),ABC,1,"Hang in There, Scooby",7.2,37,11/22/1980,8 mins,TV Series (segmented)
169,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Stuntman Scooby,7.2,36,11/22/1980,8 mins,TV Series (segmented)
170,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Three Ding-a-Ling Circus,7.2,37,11/29/1980,NULL,TV Series (segmented)
171,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Fantastic Island,7.1,31,11/29/1980,8 mins,TV Series (segmented)
172,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Long John Scrappy,6.8,32,11/29/1980,8 mins,TV Series (segmented)
173,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Bull Fright,6.8,32,12/6/1980,8 mins,TV Series (segmented)
174,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby Ghosts West,6.7,36,12/6/1980,8 mins,TV Series (segmented)
175,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Bungle in the Jungle,7.1,31,12/6/1980,8 mins,TV Series (segmented)
176,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Fun Zone,7.1,31,12/13/1980,8 mins,TV Series (segmented)
177,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Swamp Witch,6.7,36,12/13/1980,8 mins,TV Series (segmented)
178,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Sir Scooby and the Black Knight,7,29,12/13/1980,8 mins,TV Series (segmented)
179,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Waxworld,6.7,36,12/20/1980,8 mins,TV Series (segmented)
180,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby in Wonderland,7,29,12/20/1980,8 mins,TV Series (segmented)
181,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scrappy's Birthday,7,29,12/20/1980,8 mins,TV Series (segmented)
182,Scooby-Doo and Scrappy-Doo (second series),ABC,1,South Seas Scare,7,32,12/27/1980,8 mins,TV Series (segmented)
183,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Swiss Miss,6.7,29,12/27/1980,8 mins,TV Series (segmented)
184,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Alaskan King Coward,7,32,12/27/1980,8 mins,TV Series (segmented)
185,Scooby-Doo and Scrappy-Doo (second series),ABC,1,"Et Tu, Scoob?",6.7,29,1/3/1981,8 mins,TV Series (segmented)
186,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Soggy Bog Scooby,6.7,29,1/3/1981,8 mins,TV Series (segmented)
187,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby Gumbo,7,32,1/3/1981,8 mins,TV Series (segmented)
188,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Way Out Scooby,7,32,1/10/1981,8 mins,TV Series (segmented)
189,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Strongman Scooby,7,32,1/10/1981,8 mins,TV Series (segmented)
190,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Moonlight Madness,7,32,1/10/1981,8 mins,TV Series (segmented)
191,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Dog Tag Scooby,7.1,31,1/17/1981,8 mins,TV Series (segmented)
192,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby at the Center of the World,7.1,31,1/17/1981,8 mins,TV Series (segmented)
193,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Trip to Ahz,7.1,31,1/17/1981,8 mins,TV Series (segmented)
194,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Fright at the Opera,7.2,31,1/24/1981,8 mins,TV Series (segmented)
195,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Robot Ranch,7.1,31,1/24/1981,8 mins,TV Series (segmented)
196,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Surprised Spies,7.1,31,1/24/1981,8 mins,TV Series (segmented)
197,Scooby-Doo and Scrappy-Doo (second series),ABC,1,The Invasion of the Scooby Snatchers,7.2,31,1/31/1981,8 mins,TV Series (segmented)
198,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby Dooby Guru,7.1,31,1/31/1981,8 mins,TV Series (segmented)
199,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby and the Bandit,7.2,31,1/31/1981,8 mins,TV Series (segmented)
200,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby-Nocchio,7.4,32,9/19/1981,8 mins,TV Series (segmented)
201,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Lighthouse Keeper Scooby,7.4,32,9/19/1981,8 mins,TV Series (segmented)
202,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby's Roots,7.4,32,9/19/1981,8 mins,TV Series (segmented)
203,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby's Escape from Atlantis,7.2,30,9/26/1981,8 mins,TV Series (segmented)
204,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Excalibur Scooby,7.2,30,9/26/1981,8 mins,TV Series (segmented)
205,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby Saves the World,7.1,27,9/26/1981,8 mins,TV Series (segmented)
206,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby-Dooby Goo,7.1,29,10/3/1981,8 mins,TV Series (segmented)
207,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Rickshaw Scooby,7.1,29,10/3/1981,8 mins,TV Series (segmented)
208,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby's Luck of the Irish,7.2,30,10/3/1981,8 mins,TV Series (segmented)
209,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Backstage Scooby,7.1,29,10/10/1981,8 mins,TV Series (segmented)
210,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby's House of Mystery,7.1,27,10/10/1981,8 mins,TV Series (segmented)
211,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Sweet Dreams Scooby,7.1,27,10/10/1981,8 mins,TV Series (segmented)
212,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby-Doo 2000,7.1,29,10/17/1981,8 mins,TV Series (segmented)
213,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Punk Rock Scooby,7.1,29,10/17/1981,8 mins,TV Series (segmented)
214,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Canine to Five,7.4,27,10/17/1981,8 mins,TV Series (segmented)
215,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Hard Hat Scooby,7.1,27,10/24/1981,8 mins,TV Series (segmented)
216,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Hothouse Scooby,7.1,29,10/24/1981,8 mins,TV Series (segmented)
217,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Pigskin Scooby,7.1,32,10/24/1981,8 mins,TV Series (segmented)
218,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Sopwith Scooby,7.4,27,10/31/1981,8 mins,TV Series (segmented)
219,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Tenderbigfoot,7.1,32,10/31/1981,8 mins,TV Series (segmented)
220,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby and the Beanstalk,7.1,32,10/31/1981,8 mins,TV Series (segmented)
221,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Maltese Mackerel,7.4,25,9/25/1982,8 mins,TV Series (segmented)
222,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Dumb Waiter Caper,7.4,23,9/25/1982,8 mins,TV Series (segmented)
223,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Catfish Burglar Caper,7.1,24,10/2/1982,8 mins,TV Series (segmented)
224,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Movie Monster Menace,7.3,25,10/2/1982,8 mins,TV Series (segmented)
225,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Super Teen Shaggy,6.9,26,10/9/1982,8 mins,TV Series (segmented)
226,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Basketball Bumblers,7.4,25,10/9/1982,8 mins,TV Series (segmented)
227,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Beauty Constest Caper,7.3,27,10/16/1982,8 mins,TV Series (segmented)
228,Scooby-Doo and Scrappy-Doo (second series),ABC,3,Stake-out at the Take-out,6.9,26,10/16/1982,8 mins,TV Series (segmented)
